mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
14,8,318,150,4077,14,72,1,"""plymouth satellite custom (sw)"""
26,4,97,46,1950,21,73,2,"""volkswagen super beetle"""
26,4,91,70,1955,20.5,71,1,"""plymouth cricket"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
17,6,231,110,3907,21,75,1,"""buick century"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
14,8,318,150,4077,14,72,1,"""plymouth satellite custom (sw)"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
21,6,200,85,2587,16,70,1,"""ford maverick"""
18,4,121,112,2933,14.5,72,2,"""volvo 145e (sw)"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
25.1,4,140,88,2720,15.4,78,1,"""ford fairmont (man)"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
13,8,440,215,4735,11,73,1,"""chrysler new yorker brougham"""
13,8,350,150,4699,14.5,74,1,"""buick century luxus (sw)"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
16,8,400,170,4668,11.5,75,1,"""pontiac catalina"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
38,4,91,67,1965,15,82,3,"""honda civic"""
20,6,232,100,2914,16,75,1,"""amc gremlin"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
18,6,225,105,3121,16.5,73,1,"""plymouth valiant"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
18,6,250,88,3021,16.5,73,1,"""ford maverick"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
18,6,250,78,3574,21,76,1,"""ford granada ghia"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
26,4,98,79,2255,17.7,76,1,"""dodge colt"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
20.5,6,225,100,3430,17.2,78,1,"""plymouth volare"""
36,4,79,58,1825,18.6,77,2,"""renault 5 gtl"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
32,4,91,67,1965,15.7,82,3,"""honda civic (auto)"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
26,4,156,92,2585,14.5,82,1,"""chrysler lebaron medallion"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
17,8,260,110,4060,19,77,1,"""oldsmobile cutlass supreme"""
18,6,250,88,3021,16.5,73,1,"""ford maverick"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
15,6,258,110,3730,19,75,1,"""amc matador"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
26,4,97,46,1950,21,73,2,"""volkswagen super beetle"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
25.5,4,122,96,2300,15.5,77,1,"""plymouth arrow gs"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
32.7,6,168,132,2910,11.4,80,3,"""datsun 280-zx"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
15,6,258,110,3730,19,75,1,"""amc matador"""
15,8,318,150,3777,12.5,73,1,"""dodge coronet custom"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
43.4,4,90,48,2335,23.7,80,2,"""vw dasher (diesel)"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
12,8,429,198,4952,11.5,73,1,"""mercury marquis brougham"""
19.8,6,200,85,2990,18.2,79,1,"""mercury zephyr 6"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
24,4,113,95,2278,15.5,72,3,"""toyota corona hardtop"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
20,6,156,122,2807,13.5,73,3,"""toyota mark ii"""
11,8,429,208,4633,11,72,1,"""mercury marquis"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
14,8,400,175,4385,12,72,1,"""pontiac catalina"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
18.5,8,360,150,3940,13,79,1,"""chrysler lebaron town @ country (sw)"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
9,8,304,193,4732,18.5,70,1,"""hi 1200d"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
15,8,350,145,4440,14,75,1,"""chevrolet bel air"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
16,8,302,140,4141,14,74,1,"""ford gran torino"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
14,8,318,150,4457,13.5,74,1,"""dodge coronet custom (sw)"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
23,4,97,54,2254,23.5,72,2,"""volkswagen type 3"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
30.7,6,145,76,3160,19.6,81,2,"""volvo diesel"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
34.1,4,86,65,1975,15.2,79,3,"""maxda glc deluxe"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
34.1,4,86,65,1975,15.2,79,3,"""maxda glc deluxe"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
18,6,250,88,3021,16.5,73,1,"""ford maverick"""
28,4,107,86,2464,15.5,76,2,"""fiat 131"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
11,8,318,210,4382,13.5,70,1,"""dodge d200"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
33.7,4,107,75,2210,14.4,81,3,"""honda prelude"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
13,8,400,150,4464,12,73,1,"""chevrolet caprice classic"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
27,4,140,86,2790,15.6,82,1,"""ford mustang gl"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
11,8,318,210,4382,13.5,70,1,"""dodge d200"""
25,4,97.5,80,2126,17,72,1,"""dodge colt hardtop"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
13,8,400,170,4746,12,71,1,"""ford country squire (sw)"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
25.1,4,140,88,2720,15.4,78,1,"""ford fairmont (man)"""
13,8,440,215,4735,11,73,1,"""chrysler new yorker brougham"""
10,8,360,215,4615,14,70,1,"""ford f250"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
20,8,262,110,3221,13.5,75,1,"""chevrolet monza 2+2"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
21.5,6,231,115,3245,15.4,79,1,"""pontiac lemans v6"""
16,8,318,150,4190,13,76,1,"""dodge coronet brougham"""
31.9,4,89,71,1925,14,79,2,"""vw rabbit custom"""
18.6,6,225,110,3620,18.7,78,1,"""dodge aspen"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
38,4,91,67,1965,15,82,3,"""honda civic"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
30,4,88,76,2065,14.5,71,2,"""fiat 124b"""
26,4,108,93,2391,15.5,74,3,"""subaru"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
18.1,6,258,120,3410,15.1,78,1,"""amc concord d/l"""
23,4,120,88,2957,17,75,2,"""peugeot 504"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
18,4,121,112,2933,14.5,72,2,"""volvo 145e (sw)"""
15,6,258,110,3730,19,75,1,"""amc matador"""
30,4,88,76,2065,14.5,71,2,"""fiat 124b"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
36,4,98,70,2125,17.3,82,1,"""mercury lynx l"""
27.2,4,119,97,2300,14.7,78,3,"""datsun 510"""
15,6,258,110,3730,19,75,1,"""amc matador"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
22,6,232,112,2835,14.7,82,1,"""ford granada l"""
23.8,4,151,85,2855,17.6,78,1,"""oldsmobile starfire sx"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
19,6,225,95,3264,16,75,1,"""plymouth valiant custom"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
20,4,140,90,2408,19.5,72,1,"""chevrolet vega"""
16.9,8,350,155,4360,14.9,79,1,"""buick estate wagon (sw)"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
15.5,8,318,145,4140,13.7,77,1,"""dodge monaco brougham"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
29,4,97,78,1940,14.5,77,2,"""volkswagen rabbit custom"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
28,4,90,75,2125,14.5,74,1,"""dodge colt"""
25.5,4,140,89,2755,15.8,77,1,"""ford mustang ii 2+2"""
25,4,110,87,2672,17.5,70,2,"""peugeot 504"""
16,6,250,100,3278,18,73,1,"""chevrolet nova custom"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
28,4,116,90,2123,14,71,2,"""opel 1900"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
30,4,98,68,2155,16.5,78,1,"""chevrolet chevette"""
15,8,400,150,3761,9.5,70,1,"""chevrolet monte carlo"""
22.3,4,140,88,2890,17.3,79,1,"""ford fairmont 4"""
16,6,258,110,3632,18,74,1,"""amc matador"""
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
16,8,302,140,4141,14,74,1,"""ford gran torino"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
20.2,8,302,139,3570,12.8,78,1,"""mercury monarch ghia"""
24.5,4,98,60,2164,22.1,76,1,"""chevrolet woody"""
23.8,4,151,85,2855,17.6,78,1,"""oldsmobile starfire sx"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
22,6,250,105,3353,14.5,76,1,"""chevrolet nova"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
16,6,258,110,3632,18,74,1,"""amc matador"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
23,8,350,125,3900,17.4,79,1,"""cadillac eldorado"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
15,6,250,72,3158,19.5,75,1,"""ford maverick"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
32,4,135,84,2295,11.6,82,1,"""dodge rampage"""
20,6,198,95,3102,16.5,74,1,"""plymouth duster"""
31,4,79,67,1950,19,74,3,"""datsun b210"""
28,4,107,86,2464,15.5,76,2,"""fiat 131"""
14,8,400,175,4464,11.5,71,1,"""pontiac catalina brougham"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
38,4,105,63,2125,14.7,82,1,"""plymouth horizon miser"""
31.9,4,89,71,1925,14,79,2,"""vw rabbit custom"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
33.7,4,107,75,2210,14.4,81,3,"""honda prelude"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
17,6,231,110,3907,21,75,1,"""buick century"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
28,4,90,75,2125,14.5,74,1,"""dodge colt"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
16,6,258,110,3632,18,74,1,"""amc matador"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
34.5,4,105,70,2150,14.9,79,1,"""plymouth horizon tc3"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
17,6,231,110,3907,21,75,1,"""buick century"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
38,4,91,67,1965,15,82,3,"""honda civic"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
18.5,6,250,98,3525,19,77,1,"""ford granada"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
13,8,360,170,4654,13,73,1,"""plymouth custom suburb"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
14,8,318,150,4096,13,71,1,"""plymouth fury iii"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
24,4,90,75,2108,15.5,74,2,"""fiat 128"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
17,6,231,110,3907,21,75,1,"""buick century"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
29,4,85,52,2035,22.2,76,1,"""chevrolet chevette"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
30.5,4,97,78,2190,14.1,77,2,"""volkswagen dasher"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
15,6,258,110,3730,19,75,1,"""amc matador"""
17,8,305,130,3840,15.4,79,1,"""chevrolet caprice classic"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
18,6,225,105,3121,16.5,73,1,"""plymouth valiant"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
32.1,4,98,70,2120,15.5,80,1,"""chevrolet chevette"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
36,4,135,84,2370,13,82,1,"""dodge charger 2.2"""
30,4,79,70,2074,19.5,71,2,"""peugeot 304"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
16,6,258,110,3632,18,74,1,"""amc matador"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
28,4,97,75,2155,16.4,76,3,"""toyota corolla"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
15,8,350,165,3693,11.5,70,1,"""buick skylark 320"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
13,8,350,175,4100,13,73,1,"""buick century 350"""
20,6,156,122,2807,13.5,73,3,"""toyota mark ii"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
15.5,8,400,190,4325,12.2,77,1,"""chrysler cordoba"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
13,8,318,150,3940,13.2,76,1,"""plymouth volare premier v8"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
37.3,4,91,69,2130,14.7,79,2,"""fiat strada custom"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
23,4,120,97,2506,14.5,72,3,"""toyouta corona mark ii (sw)"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
23,4,120,97,2506,14.5,72,3,"""toyouta corona mark ii (sw)"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
24,4,107,90,2430,14.5,70,2,"""audi 100 ls"""
20.5,6,200,95,3155,18.2,78,1,"""chevrolet malibu"""
36,4,107,75,2205,14.5,82,3,"""honda accord"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
32.3,4,97,67,2065,17.8,81,3,"""subaru"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
20,6,232,100,2914,16,75,1,"""amc gremlin"""
30,4,79,70,2074,19.5,71,2,"""peugeot 304"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
26,4,122,80,2451,16.5,74,1,"""ford pinto"""
36.4,5,121,67,2950,19.9,80,2,"""audi 5000s (diesel)"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
20,6,232,100,2914,16,75,1,"""amc gremlin"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
17,6,231,110,3907,21,75,1,"""buick century"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
21.1,4,134,95,2515,14.8,78,3,"""toyota celica gt liftback"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
22.3,4,140,88,2890,17.3,79,1,"""ford fairmont 4"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
36,4,135,84,2370,13,82,1,"""dodge charger 2.2"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
